复星医药	昊海生科	港股医美概念股拉升，瑞丽医美涨12.66%，时代天使涨6.7%，复星医药涨3.11%，康哲药业涨1.39%，昊海生科涨0.73%
贵州茅台	中国平安	从过去几年基金重仓股的变动情况看，2019年二季度，贵州茅台超越中国平安，成为公募基金头号重仓股，并在此后两年牢牢占据基金第一大重仓股的“宝座”
贵州茅台	宁德时代	三季度公募基金第一大重仓股易主，连续8个季度稳坐公募基金第一大重仓股之位的贵州茅台，在三季度被宁德时代“反超”
云天化	上机数控	其中，大成新锐产业与大成睿景两只基金参与云天化定增事项的收益率超5倍，傅鹏博的睿远成长价值参与上机数控定增浮盈约2.5亿元，所有基金单次参与定增平均浮盈约为635.48万元
贵州茅台	宁德时代	但是时移势易，随着市场热点的转换，以贵州茅台为代表的一批龙头股走势落寞，而以宁德时代为代表的宁组合开始成为市场宠儿，部分爱“喝酒”的顶流基金经理年内业绩表现不尽如人意，甚至大幅跑输同类平均
云天化	上机数控	其中，大成新锐产业与大成睿景两只基金参与云天化定增事项的收益率超五倍，傅鹏博的睿远成长价值参与上机数控定增浮盈约2.5亿元，所有基金单次参与定增平均浮盈约为635.48万元
四川路桥	比亚迪	其中，公司认缴出资2亿元，占合资公司注册资本的20%；四川路桥出资6.7亿元，占比67%；比亚迪出资1000万元，占比1%
川能动力	四川路桥	另外，川能动力拟向四川路桥转让所持四川能投锂业有限公司5%股权
辽宁成大	吉林敖东	云财经讯，辽宁成大：获吉林敖东及一致人举牌，持股5%；吉林敖东及一致人拟12个月内继续增持不低于100万股
中利集团	智慧能源	云财经讯，中利集团(002309)10月28日晚间公告，公司与国家电投集团新疆能源化工有限责任公司签订整县分布式光伏合作开发协议，双方拟在新疆实施整县屋顶分布式光伏、大型地面光伏项目开发、建设、运营，评价项目、综合智慧能源、网源荷储一体、合同能源管理等方面展开全方位战略合作
辽港股份	营口港	云财经讯，辽港股份(601880)10月28日晚间公告，为推进辽宁省港口整合，并进一步规范和解决公司与控股股东营口港集团的关联交易、同业竞争问题，公司拟通过下属子公司营口有限，现金收购营口市鲅鱼圈港区相关同业竞争资产，具体包括营口港集团持有的营口港散货码头有限公司100%股权、用于港口生产及辅助业务经营性资产，交易对价暂定85.24亿元
金银河	国轩高科	云财经讯，金银河(300619)10月28日晚间公告，公司分别与国轩高科(002074)旗下合肥国轩、上海轩邑、江苏国轩、宜春国轩签订《设备采购合同》，公司负责提供锂电池合浆、涂布、辊压分切设备及其包装、运输、安装调试等服务
厦门钨业	厦钨新能	云财经讯，厦门钨业(600549)10月28日晚间公告，下属公司厦钨新能拟在募投项目建设的同时，投资6.2亿元启动三期项目的建设，进行海璟基地2万吨锂离子电池正极材料生产线设备采购安装项目
中利集团	智慧能源	云财经讯，中利集团：与国家电投集团新疆能源化工有限责任公司签订整县分布式光伏合作开发协议，双方拟在新疆实施整县屋顶分布式光伏、大型地面光伏项目开发、建设、运营，评价项目、综合智慧能源、网源荷储一体、合同能源管理等方面展开全方位战略合作
香飘飘	金达威	云财经讯，香飘飘：与金达威、宁波宣映云浩共同投资成立两家合资公司，分别进行LEAN BODY产品在中国市场的研发、生产及销售业务，共同开拓中国健康营养补充剂及相关功能性食品及功能性饮料市场
天合光能	上海电力	此次天合光能首列专列发运的组件，是为交付给上海电力设计院位于青海省海西州格尔木市乌图美仁光伏园区的50兆瓦平价光伏项目
全志科技	科大讯飞	云财经讯，记者获悉，10月25日，全志科技与科大讯飞在第四届世界声博会暨2021科大讯飞全球1024开发者节大会上，共同签署了全面深化战略合作框架协议，双方将进一步全面升级“战略合作关系“，将持续在人工智能领域开展全方位、深层次的交流合作
全志科技	科大讯飞	此前，全志科技携手科大讯飞在消费电子领域、智能人机交互技术、车载智能化及人工智能技术、大数据分析、智能车联网平台等业务领域均已开展深度战略合作
江苏雷利	宁德时代	云财经讯，10月27日电，江苏雷利在互动平台表示，公司横向扩宽应用领域，水泵产品已进入宁德时代储能系统供应链，终端产品已对海外批量供货，未来，公司将继续加大技术开发和自主创新力度，提升公司新产品开发创新能力和技术竞争实力，不断拓展新市场
太阳纸业	博汇纸业	APP金光纸业、山东太阳纸业、博汇纸业等多家纸厂宣布，自11月1日起，各类纸种在10月份的基础上涨价300元/吨
金风科技	东方电气	云财经讯，10月27日电，港股风电板块走高，金风科技涨近10%，东方电气涨超4%，龙源电力涨超3%，大唐新能源涨超2%
常铝股份	比亚迪	云财经讯，常铝股份消息，近日，比亚迪公司代表莅临山东新合源热传输科技有限公司，对电池壳后处理项目进行了为期两天的现场审核，并顺利通过
长远锂科	赣锋锂业	最新财报显示，长远锂科、赣锋锂业今年前三季度净利润分别劲增逾13倍、6倍
同花顺	立昂微	同花顺数据显示，截至10月26日收盘，自7月30日以来半导体指数累计跌超17%，立昂微、富满微等十几只个股期间跌幅超过30%
亿纬锂能	中科电气	亿纬锂能同时公告，拟与中科电气(300035)设立合资公司，注册资本10亿元，其中公司认缴4亿元持有40%股权
宁德时代	贵州茅台	云财经讯，10月27日电，公募基金三季度报告披露完毕，宁德时代超越贵州茅台，成为基金头号重仓股
上汽集团	中兴通讯	按照规划，上汽集团和中兴通讯将合力推动汽车操作系统的自主核心能力建设，积极探索在车载操作系统中的微内核RTOS、Hypervisor以及Safety Linux产品领域的研发合作，并共同打造面向国产MCU芯片的嵌入式操作系统
中信证券	申万宏源	此次融资由360集团领投20亿元，建银国际、中信证券投资、申万宏源香港旗下新能源产业基金、吉富创投等多家知名投资机构跟投
凯伦股份	江苏新能	云财经讯，10月26日，凯伦股份与国能江苏新能源科技开发有限公司签订战略合作协议，双方在分布式光伏领域开展合作
塔牌集团	海螺水泥	云财经讯，塔牌集团(002233)10月26日获海螺水泥、海螺创业投资调研
国星光电	风华高科	云财经讯，10月22日，国星光电董事长王佳带队到风华高科考察交流
风华高科	国星光电	双方表示，风华高科和国星光电同属广晟旗下电子信息产业板块，正处于大发展大跨越的黄金机遇期，目前面临严峻的市场挑战和繁重的改革发展任务，将在产业发展上抱团取暖，加强产业交流，拓宽合作领域，充分发挥产业优势和创新优势，做强做优做大广晟系统电子信息产业
长城汽车	比亚迪	云财经讯，10月26日电，港股新能源车板块扩大涨幅，小鹏汽车涨超10%，理想汽车涨7%，长城汽车、比亚迪股份涨超5%
赣锋锂业	永兴材料	维持锂板块“强于大市”评级，重点推荐赣锋锂业、盛新锂能和盐湖股份，建议关注永兴材料
比亚迪	工商银行	云财经讯，摘要：国务院任免国家工作人员：任命王建军为证监会副主席；证监会方星海：在现有基础上进一步拓宽期货市场开放范围和路径；国家发改委赴中央企业调研推动煤炭增产增供；北交所股票承销规范征求意见，主承销商应披露对战略投资者的专项核查文件；特斯拉第三季度在华收入31.13亿美元，同比大增78.5%；机构：猪价持续冲高态势不改，最近两天涨势加快；比亚迪：联交所同意分拆比亚迪半导体至创业板上市；工商银行未来五年拟为能源领域提供意向性融资支持额度3万亿元
吉电股份	京能电力	在此背景下，电力企业加快了新能源发电转型的步伐，如吉电股份、京能电力、大唐电力、晋控电力等均提速风光发电项目建设
石英股份	福莱特	傅鹏博管理的睿远成长价值基金新进石英股份第六大流通股东，光伏玻璃原片制造商福莱特获得了广发基金刘格菘和郑澄然的青睐
紫金矿业	东方财富	高毅资产首席投资官邓晓峰今年三季度对持仓进行大幅调整，再次加仓紫金矿业，积极布局军工股，新进“券茅”东方财富位列第九大流通股东
嘉元科技	宁德时代	云财经讯，10月26日，2020年公募业绩冠军、农银汇理基金赵诣的三季报持仓情况出炉，由他管理的农银汇理新能源主题基金十大重仓股中，新增一家有色金属公司——嘉元科技；此外，该基金在三季度还加仓新能源龙头股宁德时代，至该基金第一大重仓股
中国人寿	贵州茅台	今年二季度，中国人寿就小幅减持了贵州茅台
中国人寿	贵州茅台	中国人寿投资相关负责人今年也多次表达了对贵州茅台等A股“核心资产”局部估值过高的担忧，并提出公司的操作策略是“灵活调整权益品种收益兑现节奏”
