head,tail,sentence
键凯科技,泰坦科技,云财经讯，键凯科技公告，泰坦科技将作为供应商以市场化手段为键凯科技提供实验室使用的科研试剂、科研仪器耗材、科研信息化及实验室设计与建设服务
键凯科技,泰坦科技,键凯科技为泰坦科技自主品牌，Adamas，旗下的聚乙二醇衍生物产品系列提供，OEM生产服务，共同开拓聚乙二醇衍生物产品在科研市场的应用
宁德时代,比亚迪,云财经讯，韩国能源市场分析公司SNE，Research于29日发布的调查结果显示，中国电池巨头宁德时代（CATL）以29.9%的市占率排名第一，日本松下和中国比亚迪分别以15%和6.9%位列第三、第四
中国银行,农业银行,此次发行获得了境内外各类投资人的踊跃认购，除了中国银行、农业银行等境内投资人外，境外主权财富基金、多边国际金融机构等投资人均积极认购，境外订单量超50亿元
赢合科技,上海电气,云财经讯，赢合科技公告，控股股东上海电气董事长兼首席执行官、法定代表人郑建华涉嫌严重违纪违法，目前正接受上海市纪委监委纪律审查和监察调查
中利集团,上海电气,云财经讯，中利集团(002309)7月28日晚间公告，公司涉及与上海电气业务逾期应收账款合计5.07亿元；公司参股19%股份的公司即中利电子存在部分通信业务相关合同应收，截至2021年6月30日，中利电子涉及逾期应收账款合计8.78亿元，该业务的材料预付款项7.71亿元，上述事项可能导致公司产生损失的风险
金时科技,国光电气,云财经讯，金时科技：公司所持基金参股公司国光电气在科创板首次公开发行股票获中国证监会同意注册
国新能源,国轩高科,云财经讯，中国新能源储能全球论坛暨全国工商联新能源商会储能专委会工作会议将于7月29日至30日举办，承办单位为国轩高科股份有限公司（中华新能源网）
宁波韵升,广晟有色,云财经讯，频频异动的稀土永磁板块7月28日盘中再度冲高，其中，宁波韵升收于涨停板，广晟有色盘中涨停，多股跟涨
中国石油,中国石化,云财经讯，记者28日从中国石油化工集团有限公司获悉，中国石化海南炼化100万吨/年乙烯及炼油改扩建项目即将建成投产，可拉动超千亿元下游产业
广电运通,民生银行,云财经讯，近日，广电运通全面中标民生银行新型厅堂运营机具项目，助力民生银行网点综合效能提升、数字化转型
中远海控,中远海发,云财经讯，港股航运股午后拉升，东方海外国际涨超8%，中远海控涨超6%，永丰集团控股、海丰国际涨超5%，太平洋航运、中远海发涨超4%
昂立教育,勤上股份,云财经讯，学大教育继续跌停，昂立教育、豆神教育、勤上股份等跌幅居前
同花顺,勤上股份,同花顺数据显示，截至收盘时，A股教育股板块中，豆神教育、学大教育、勤上股份等12只个股跌停或跌超10%
兆易创新,中微公司,GIC先后斥资20亿元、7.8亿元认购了兆易创新、中微公司的定增份额
蓝思科技,潍柴动力, 此外，GIC还分别斥资13亿元、7.75亿元认购了蓝思科技、潍柴动力的定增
博拓生物,国光电气,云财经讯，近日，证监会按法定程序同意以下企业科创板首次公开发行股票注册：杭州博拓生物科技股份有限公司、上海卓然工程技术股份有限公司、成都国光电气股份有限公司
招商银行,深圳能源,云财经讯，7月27日下午，招商银行股份有限公司深圳分行行长岳鹰率队到访深圳能源集团，双方就进一步推进银企合作展开座谈
深圳能源,招商银行,期间，深圳能源集团总裁李英峰、招商银行深圳分行副行长王思民代表双方签署战略合作协议
东岳硅材,民生银行,云财经讯，东岳硅材(300821)7月27日晚间公告，因金融合同纠纷案，公司股东长石投资所持公司股份8407.46万股（占公司股份总数的7.01%）被司法划转给民生银行北京分行
新湖中宝,数源科技,云财经讯，新湖中宝：全资子公司新湖地产、趣链科技、新湖绿城物业与数源科技签订了《未来社区战略合作协议》，各方拟通过云计算、区块链、大数据、AI，智能等新技术，打造有归属感、舒适感和未来感的新型城市功能单元的未来社区
创业慧康,卫宁健康,云财经讯，创业慧康、卫宁健康复牌双双跌6%，交易双方对核心条款无法达成一致，终止筹划换股合并事项
利通电子,中源家居,云财经讯，利通电子开盘跌停，中源家居早盘低开，消息上，证监会通报相关公司股价操纵案调查情况
勤上股份,昂立教育,云财经讯，教育股开盘大跌，豆神教育、科德教育、勤上股份、昂立教育等多股开盘跌停或跌超10%，消息上，中办国办印发《关于进一步减轻义务教育阶段学生作业负担和校外培训负担的意见》，中概教育股重挫；多家涉及教育行业的A股上市公司称将产生重大影响
宁德时代,药明康德,主动权益产品增持最多的三大个股分别为宁德时代、药明康德、隆基...
安联锐视,双枪科技,云财经讯，摘要：今日可申购新股安联锐视、双枪科技；多家上市公司回应义务教育“双减”政策影响；中共中央办公厅、国务院办公厅印发《关于进一步减轻义务教育阶段学生作业负担和校外培训负担的意见》；一行两会重磅发声：资管行业要提高投研能力和服务水平；理想汽车通过港交所上市聆讯；腾讯被责令解除网络音乐版权；沪深交易所发布转板配套业务规则
万科A,中国太保,并且剔除了万科A、中国太保等传统蓝筹品种
中源家居,利通电子,云财经讯，近日，多起证券违法案件有了最新进展，“中源家居”“利通电子”等股票价格操纵案涉嫌构成操纵市场犯罪，已移送公安机关追究刑事责任
安联锐视,双枪科技,云财经讯，今日可申购安联锐视和双枪科技，安联锐视发行市盈率39.00倍，申购代码为：301042，申购价格：41.91元，单一账户申购上限1.7万股，申购数量500股整数倍，公司主营：安防视频监控产品软硬件的研发、生产与销售
葛洲坝,阳光电源,云财经讯，近日，中国葛洲坝集团装备工业有限公司董事长姚明辉一行到访阳光电源
国泰君安,中金公司,云财经讯，中国外汇交易中心消息，今日，在中国外汇交易中心的指导下，国泰君安证券与中金公司通过银行间市场本币交易系统达成了首笔挂钩“CFETS银行间碳中和债券指数”的互换交易
中润资源,紫金矿业,云财经讯，中润资源：拟与紫金矿业签署《合作框架协议》，由紫金矿业或其指定的主体对公司控股公司瓦图科拉所拥有的探矿权和公司控股公司平武中金进行投资，并负责对瓦科图拉探矿权和平武中金金矿项目进行运营管理
容百科技,孚能科技,云财经讯，容百科技公告，2021年下半年、2022年全年孚能科技将向公司分别采购5505吨、30953吨高镍三元正极材料
容百科技,孚能科技,云财经讯，容百科技(688005)7月26日晚间公告，收到下游客户孚能科技(688567)高镍三元正极材料长期采购订单意向，双方于近日签署正极材料采购框架协议
中国能建,葛洲坝,云财经讯，中国能建消息，在刚刚结束的第12届国际基础设施投资与建设高峰论坛上，中国能建葛洲坝国际公司通过视频连线方式成功签约3个项目EPC合同和1个项目合作协议，总金额超过20亿美元
利亚德,光电股份,云财经讯，利亚德光电股份有限公司公告，“利德转债”本次合计回售申报数量为0张，公司无须办理向持有人支付回售资金等后续业务事项，本次回售业务已办理完毕
牧原股份,立华股份,同时考虑猪企生猪出栏情况、成本控制情况等因素，建议关注牧原股份；另外，立华股份作为华东区黄羽鸡养殖龙头，具备成本领先优势，可持续关注
中恒集团,莱美药业,近年来，中恒集团产业结构调整步伐加快，业务涵盖医药制造、医药研发、健康食品和快消品、医疗器械、医药流通、中药材产业等领域；中恒集团还控股重庆首批创业板上市公司——莱美药业，构建起“中药-化药-生物医药”的发展新格局
卫宁健康,创业慧康,云财经讯，7月25日，卫宁健康、创业慧康收到深交所关注函
浦发银行,兴业银行,浦发银行、兴业银行等银行则从25日起，将ATM同城、异地跨行取现手续费降低到3.5元每笔
中国广核,中广核技,该项目是国家原子能机构的核能开发科研资助项目，由中国广核集团（简称“中广核”）所属中广核核技术发展股份有限公司（简称“中广核技”）建设，日处理抗生素菌渣100至120吨，处理后的菌渣可制成肥料实现资源化再利用
元隆雅图,五粮液,云财经讯，元隆雅图(002878)今日在互动平台表示，五粮液八方来和2万套预购订单，根据工厂生产排期在陆续交付中，已完成大部分订单交付
亿纬锂能,滨化股份,我国研发出质优价廉新型锂电池固态电解质，全固态电池商业化更进一步；二氧化碳等工业气体价格暴涨，供需失衡下短期仍有上涨动力；新能源汽车大规模出厂提振需求，特斯拉抢镍；新时代推动中部地区高质量发展的意见发布；韩正：持续规范房地产市场秩序，坚决查处市场乱象；亿纬锂能拟24.5亿元投建多个锂电池生产线；滨化股份业绩快报：上半年净利润同比增5492%
上海电气,上海机场,非公开完成后，公司控股股东为上海砥安，无实际控制人，上海电气、上海国盛、上海机场、上海国际将成为公司间接股东
中国银行,安信信托,云财经讯，ST安信：与中国银行上海分行签署了《中国银行股份有限公司上海市分行与安信信托股份有限公司之债务和解协议》
